popularity,release_date,release_year,title,vote_average,vote_count
2.056498,2016-09-29,2016-09-29,Indivisible,7.0,45.0
1.65619,2016-07-22,2016-07-22,Mr. Pig,6.1,9.0
1.846995,2016-09-17,2016-09-17,Sister Cities,7.5,12.0
0.933057,2015-08-29,2015-08-29,Emily & Tim,7.3,2.0
0.285373,2016-04-30,2016-04-30,Magicians: Life in the Impossible,6.6,7.0
0.312315,2015-03-12,2015-03-12,Journey,0.0,0.0
5.279713,2016-10-14,2016-10-14,Priceless,6.2,31.0
0.189182,2017-02-10,2017-02-10,"Nick Cannon: Stand Up, Don't Shoot",7.0,1.0
0.886506,2016-05-20,2016-05-20,Departure,7.2,14.0
1.447727,2017-03-03,2017-03-03,Fair Haven,6.3,14.0
1.325024,2015-10-06,2015-10-06,Akron,6.9,14.0
3.322681,2015-11-14,2015-11-14,Parched,8.5,23.0
1.109178,2017-01-21,2017-01-21,Oklahoma City,6.4,11.0
1.834993,2016-05-18,2016-05-18,Fanny's Journey,6.9,35.0
0.072118,2016-04-01,2016-04-01,Tonight It's You,6.0,1.0
0.215795,2016-07-01,2016-07-01,Once Upon a Line,8.0,3.0
0.612191,2016-05-19,2016-05-19,Happy End,8.3,3.0
0.549947,2017-02-10,2017-02-10,Asteria,6.7,3.0
0.843769,2016-11-06,2016-11-06,Sing,7.7,15.0
0.17443,2016-01-01,2016-01-01,Silent Nights,7.0,4.0
0.587178,2016-05-18,2016-05-18,Timecode,8.6,7.0
0.655624,2016-02-21,2016-02-21,Enemies Within,7.0,4.0
0.039208,2015-02-17,2015-02-17,Nick Di Paolo: Another Senseless Killing,0.0,0.0
0.038396,2015-01-16,2015-01-16,Gary Owen: I Agree With Myself,0.0,0.0
0.061709,2015-01-31,2015-01-31,Mel Brooks: Live at the Geffen,8.0,1.0
0.022506,2015-02-05,2015-02-05,Brian Gaar: Jokes I Wrote At Work,0.0,0.0
0.049843,2015-02-13,2015-02-13,Andy Peters: Exclamation Mark Question Point,0.0,0.0
0.02828,2015-02-17,2015-02-17,Barry Hilton: The Live Series,0.0,0.0
0.026029,2015-02-21,2015-02-21,Keith Robinson: Back of the Bus Funny,0.0,0.0
0.036387,2015-02-27,2015-02-27,Ralphie May: Unruly,0.0,0.0
0.189606,2015-03-02,2015-03-02,Trevor Moore: High In Church,7.5,2.0
0.102784,2015-03-14,2015-03-14,Jay Mohr: Happy. And A Lot.,0.0,0.0
0.282009,2015-04-24,2015-04-24,Jim Norton: Contextually Inadequate,7.8,5.0
0.192167,2015-04-28,2015-04-28,Nate Bargatze: Full Time Magic,8.0,2.0
0.021185,2015-04-29,2015-04-29,Mick Foley: Cheap Pops,0.0,0.0
0.159446,2015-05-08,2015-05-08,Brad Williams: Fun Size,8.5,1.0
0.073011,2015-05-29,2015-05-29,Jim Breuer: Comic Frenzy,6.0,1.0
0.098582,2015-05-25,2015-05-25,Nick Swardson: Taste It,10.0,2.0
0.025645,2015-06-17,2015-06-17,Susan Calman: Lady Like,0.0,0.0
0.126769,2015-06-26,2015-06-26,Lisa Lampanelli: Back to the Drawing Board,6.5,1.0
0.104703,2015-07-11,2015-07-11,Bridget Everett: Gynecological Wonder,0.0,0.0
0.468366,2015-08-01,2015-08-01,Jay Pharoah: Can I Be Me?,6.3,2.0
0.143351,2015-08-22,2015-08-22,Natasha Leggero: Live at Bimbo's,7.7,3.0
0.242708,2015-09-10,2015-09-10,Craig Ferguson: Just Being Honest,6.5,4.0
0.702587,2015-09-17,2015-09-17,Jeff Dunham: Unhinged in Hollywood,5.9,7.0
0.37546,2015-09-19,2015-09-19,Steve Rannazzisi: Breaking Dad,5.0,2.0
0.039325,2015-09-25,2015-09-25,Margaret Cho: PsyCHO,0.0,0.0
0.249596,2015-09-26,2015-09-26,Brian Regan: Live From Radio City Music Hall,8.0,1.0
0.461014,2015-10-02,2015-10-02,Anjelah Johnson: Not Fancy,4.5,4.0
0.025898,2015-10-06,2015-10-06,Jimmy Dore: Sentenced To Live,0.0,0.0
0.764576,2015-10-10,2015-10-10,Paul F. Tompkins: Crying and Driving,8.3,3.0
0.027059,2015-10-27,2015-10-27,Sarah Colonna: I Can't Feel My Legs,0.0,0.0
0.055419,2015-11-13,2015-11-13,Miles Jupp: Is The Chap You're Thinking Of,0.0,0.0
0.15601,2015-11-16,2015-11-16,John Bishop Supersonic Live,7.5,2.0
0.147939,2015-11-22,2015-11-22,Trevor Noah: Lost In Translation,8.0,2.0
0.558676,2015-11-23,2015-11-23,Dara O'Briain Crowd Tickler,7.0,2.0
0.510089,2015-11-23,2015-11-23,Kevin Bridges Live: A Whole Different Story,8.6,5.0
0.274324,2015-12-04,2015-12-04,Marc Maron: More Later,8.1,5.0
0.058295,2015-12-10,2015-12-10,Elliott Morgan: Premature,0.0,0.0
0.266603,2015-12-18,2015-12-18,Mike Epps: Don't Take It Personal,6.0,3.0
0.196471,2015-03-08,2015-03-08,Trémulo,7.2,5.0
5.597094,2016-10-22,2016-10-22,Don't Hang Up,5.7,97.0
7.892689,2017-08-10,2017-08-10,The Glass Castle,6.5,29.0
4.677232,2016-10-21,2016-10-21,Mean Dreams,6.5,22.0
1.815844,2016-12-30,2016-12-30,Banking on Bitcoin,7.0,17.0
9.082794,2016-10-21,2016-10-21,The Void,5.8,207.0
0.180072,2015-09-18,2015-09-18,Dartmoor Killing,5.8,4.0
0.718518,2017-02-21,2017-02-21,Fare,4.8,4.0
1.228613,2015-11-15,2015-11-15,Painkillers,4.2,6.0
0.694995,2015-10-02,2015-10-02,The Apostate,5.6,5.0
2.808389,2017-01-27,2017-01-27,Tom of Finland,7.5,8.0
1.627683,2016-09-09,2016-09-09,Magnus,7.2,13.0
0.081571,2017-02-06,2017-02-06,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,0.0,0.0
0.74268,2016-10-27,2016-10-27,Across the Waters,6.8,4.0
0.37476,2017-03-03,2017-03-03,Donald Cried,8.0,2.0
0.26915,2017-04-27,2017-04-27,Zombie Pizza,9.3,2.0
6.044527,2016-10-14,2016-10-14,Stake Land II: The Stakelander,5.4,36.0
0.786994,2016-01-25,2016-01-25,Sand Storm,5.2,17.0
4.233209,2016-10-25,2016-10-25,Wolves,5.6,6.0
17.958512,2017-04-06,2017-04-06,Their Finest,7.1,64.0
13.256679,2017-03-10,2017-03-10,The Ottoman Lieutenant,6.5,38.0
9.732026,2017-01-20,2017-01-20,Lady Macbeth,6.7,89.0
5.655716,2017-03-10,2017-03-10,The Sense of an Ending,6.7,20.0
11.186981,2016-10-19,2016-10-19,Personal Shopper,5.8,239.0
0.84232,2016-08-05,2016-08-05,The Railroad Lady,7.5,6.0
0.252003,2015-07-15,2015-07-15,Wedding Doll,6.3,4.0
0.459717,2016-06-13,2016-06-13,Window Horses,7.8,4.0
2.444659,2015-10-13,2015-10-13,River,7.9,37.0
0.692809,2016-04-17,2016-04-17,Extremis,7.3,17.0
0.232762,2016-09-28,2016-09-28,4.1 Miles,7.8,5.0
0.403823,2016-09-23,2016-09-23,The Rolling Stones - Havana Moon,7.0,3.0
5.041182,2017-03-31,2017-03-31,Carrie Pilby,7.0,56.0
0.436144,2015-03-06,2015-03-06,For Better and Worse,3.1,4.0
6.59951,2017-03-03,2017-03-03,The Institute,3.8,32.0
0.197249,2015-09-19,2015-09-19,Lead with Your Heart,3.0,2.0
2.75527,2017-02-23,2017-02-23,Internet - O Filme,4.2,52.0
0.914239,2016-10-13,2016-10-13,Prey,5.9,8.0
0.167879,2016-04-14,2016-04-14,Joe's Violin,6.0,3.0
4.670617,2017-03-01,2017-03-01,Patients,7.4,149.0
5.522361,2016-04-27,2016-04-27,The Assignment,4.9,74.0
6.603389,2016-11-10,2016-11-10,Fallen,5.9,397.0
2.517939,2015-01-08,2015-01-08,Loucas pra Casar,6.1,46.0
16.392712,2017-03-03,2017-03-03,The Shack,6.9,330.0
0.906563,2015-06-24,2015-06-24,Sword of D'Artagnan,7.1,8.0
2.678966,2017-01-19,2017-01-19,The Bride,5.1,23.0
0.441771,2016-10-05,2016-10-05,Les Pépites,7.0,11.0
36.263803,2017-03-22,2017-03-22,Life,6.3,1959.0
5.990041,2016-08-27,2016-08-27,Don't Kill It,6.1,36.0
7.404544,2017-01-26,2017-01-26,Kaabil,8.1,23.0
1.360672,2016-07-29,2016-07-29,Zip & Zap and the Captain's Island,5.0,10.0
0.734142,2017-03-07,2017-03-07,The Raking,5.7,6.0
0.693559,2016-08-27,2016-08-27,Cruel Summer,6.5,5.0
0.787708,2015-11-01,2015-11-01,The Sunshine Makers,7.4,5.0
21.791111,2016-10-15,2016-10-15,The Lost City of Z,6.1,598.0
24.91169,2017-04-28,2017-04-28,Sleight,5.8,64.0
0.052958,2016-02-11,2016-02-11,Triumph’s Election Special 2016,0.0,0.0
0.410664,2017-03-03,2017-03-03,Kurt Braunohler: Trust Me,7.0,1.0
0.207775,2017-05-30,2017-05-30,School's out,0.0,0.0
17.181564,2016-12-07,2016-12-07,Two Is a Family,7.6,765.0
0.06783,2016-02-14,2016-02-14,Decadence and Downfall: The Shah of Iran's Ultimate Party,7.0,1.0
2.796081,2017-04-28,2017-04-28,Buster's Mal Heart,6.1,41.0
1.655786,2016-08-06,2016-08-06,2 Lava 2 Lantula!,5.1,18.0
0.925521,2017-01-18,2017-01-18,The King,7.0,6.0
0.817407,2017-03-01,2017-03-01,Ghosts of Darkness,6.6,10.0
0.773466,2016-05-14,2016-05-14,If Cats Disappeared From the World,7.8,12.0
0.40376,2015-07-08,2015-07-08,The Magic Mountain,7.0,1.0
23.247298,2017-03-23,2017-03-23,Power Rangers,6.3,1321.0
72.884078,2017-05-09,2017-05-09,Alien: Covenant,5.7,2677.0
3.701125,2017-02-23,2017-02-23,Beata ignoranza,5.6,65.0
10.403003,2017-03-31,2017-03-31,Free Fire,6.3,232.0
1.725625,2016-12-02,2016-12-02,The Other Half,6.9,7.0
0.370551,2015-06-12,2015-06-12,Austin to Boston,7.2,5.0
1.802299,2017-04-28,2017-04-28,Casting JonBenet,5.4,40.0
2.251871,2017-04-26,2017-04-26,Django,6.5,30.0
0.316267,2016-05-19,2016-05-19,Canola,7.8,4.0
1.456857,2016-09-15,2016-09-15,The Vessel,5.3,14.0
0.570331,2016-09-30,2016-09-30,Milton's Secret,6.3,4.0
0.077313,2016-04-21,2016-04-21,God's Compass,9.0,1.0
0.12007,2016-03-20,2016-03-20,The Passion,6.5,2.0
6.891989,2017-03-07,2017-03-07,Amy Schumer: The Leather Special,4.3,37.0
0.671717,2015-11-06,2015-11-06,The Man in 3B,7.0,1.0
1.114669,2016-10-18,2016-10-18,Halloweed,3.6,9.0
1.070002,2017-03-10,2017-03-10,Unexpected Journey,0.0,0.0
0.158344,2015-11-05,2015-11-05,The Puppet Syndrome,7.0,2.0
0.270095,2015-04-18,2015-04-18,The Shaman,7.3,7.0
1.464431,2015-07-03,2015-07-03,Little Witch Academia: The Enchanted Parade,7.3,27.0
5.175311,2017-05-05,2017-05-05,The Dinner,4.1,44.0
1.624783,2017-02-17,2017-02-17,Wild Mouse,7.0,12.0
0.151264,2017-01-01,2017-01-01,The Avenue,2.5,2.0
4.192948,2017-01-06,2017-01-06,Arsenal,5.0,24.0
1.082332,2016-09-02,2016-09-02,A Date for Mad Mary,7.2,5.0
33.536359,2017-03-10,2017-03-10,Rescue Under Fire,6.1,17.0
0.440622,2017-03-14,2017-03-14,Jim Norton: Mouthful of Shame,7.2,6.0
1.269667,2016-11-24,2016-11-24,Zoology,7.0,7.0
1.677614,2017-02-11,2017-02-11,From Straight A's to XXX,6.1,11.0
14.881223,2017-03-03,2017-03-03,The Invisible Guardian,6.9,50.0
7.709977,2017-04-21,2017-04-21,Born in China,7.6,28.0
0.494586,2016-01-28,2016-01-28,One Breath,5.8,5.0
0.939939,2016-04-26,2016-04-26,Population Zero,5.0,10.0
0.703045,2017-03-12,2017-03-12,Gemini,0.0,0.0
0.031236,2015-12-13,2015-12-13,Lily  & the Snowman,0.0,0.0
0.46882,2016-11-09,2016-11-09,Ma' Rosa,6.0,2.0
0.995065,2017-02-21,2017-02-21,Trevor Noah: Afraid of the Dark,7.6,16.0
1.921837,2016-01-27,2016-01-27,Ali and Nino,7.3,13.0
1.795831,2016-08-02,2016-08-02,Thirst,5.1,7.0
0.926642,2017-03-08,2017-03-08,Lost in Paris,7.0,7.0
2.520099,2017-03-21,2017-03-21,Dave Chappelle: The Age of Spin,7.6,43.0
1.559615,2017-01-07,2017-01-07,David Bowie: The Last Five Years,7.8,11.0
0.908945,2017-01-20,2017-01-20,Sami Blood,8.0,8.0
0.249619,2016-10-14,2016-10-14,Love and Fury,6.0,1.0
2.559746,2017-06-13,2017-06-13,The Evil Within,7.4,11.0
0.043605,2016-07-11,2016-07-11,Harmonia,0.0,0.0
0.020034,2015-03-20,2015-03-20,Streit's: Matzo and the American Dream,0.0,0.0
0.315939,2016-04-18,2016-04-18,The Last Laugh,0.0,0.0
0.139972,2015-09-15,2015-09-15,25 April,7.0,3.0
1.304156,2016-01-15,2016-01-15,Enemies with Benefits,0.0,0.0
7.248414,2017-03-03,2017-03-03,The Last Word,6.5,59.0
12.238061,2017-03-23,2017-03-23,CHiPS,6.2,277.0
8.645067,2017-01-20,2017-01-20,Table 19,6.2,192.0
15.157255,2017-04-06,2017-04-06,Going in Style,6.6,543.0
6.165126,2017-03-24,2017-03-24,Bokeh,5.1,62.0
9.09546,2017-02-15,2017-02-15,Alibi.com,6.9,389.0
2.162462,2017-03-21,2017-03-21,Dave Chappelle: Deep in the Heart of Texas,8.0,38.0
5.541765,2017-03-10,2017-03-10,All Nighter,6.1,42.0
4.319959,2017-03-08,2017-03-08,Mr & Mme Adelman,7.7,50.0
1.034954,2015-11-20,2015-11-20,10 Days in a Madhouse,4.3,5.0
2.487073,2017-01-23,2017-01-23,Deidra & Laney Rob a Train,5.7,17.0
1.336149,2017-03-19,2017-03-19,Carnage: Swallowing the Past,8.3,3.0
1.428806,2016-08-25,2016-08-25,A Flying Jatt,3.8,7.0
3.379405,2016-09-29,2016-09-29,Fog in August,7.5,16.0
0.023268,2015-04-05,2015-04-05,A.D. The Bible Continues,0.0,0.0
5.969528,2017-03-24,2017-03-24,The Most Hated Woman in America,6.2,38.0
0.739665,2015-04-17,2015-04-17,O Kadhal Kanmani,5.8,12.0
0.407232,2016-03-29,2016-03-29,Apex: The Story of the Hypercar,7.0,7.0
3.573865,2017-02-23,2017-02-23,Bitter Harvest,6.7,22.0
0.149655,2016-07-07,2016-07-07,People You May Know,5.3,3.0
1.164059,2016-05-27,2016-05-27,Esteros,7.1,15.0
0.281774,2015-10-05,2015-10-05,Novatos,4.8,4.0
1.012104,2015-09-03,2015-09-03,A Esperança é a Última Que Morre,6.4,4.0
1.474889,2015-05-08,2015-05-08,Nothing in Return,6.6,24.0
6.533244,2017-03-16,2017-03-16,Vengeance: A Love Story,5.5,37.0
7.231992,2016-11-18,2016-11-18,Enter the Warriors Gate,5.4,44.0
20.720113,2017-03-24,2017-03-24,The Bar,6.3,122.0
0.157839,2015-10-16,2015-10-16,Vulcania,2.0,1.0
2.237834,2015-02-27,2015-02-27,Caprice,5.3,30.0
0.357328,2015-04-24,2015-04-24,Aurélie Laflamme: Les pieds sur terre,7.8,5.0
0.390489,2015-06-21,2015-06-21,That's Not Us,5.8,6.0
0.422852,2015-08-12,2015-08-12,Our Loved Ones,6.5,3.0
2.554282,2017-06-09,2017-06-09,Middle Man,0.0,5.0
5.131904,2016-12-07,2016-12-07,Pandora,7.0,51.0
1.269793,2017-06-09,2017-06-09,Miles,7.0,2.0
16.972835,2017-03-23,2017-03-23,Smurfs: The Lost Village,6.2,311.0
6.803535,2017-03-31,2017-03-31,The Discovery,6.3,312.0
1.045741,2016-09-16,2016-09-16,Is That a Gun in Your Pocket?,9.0,3.0
0.086442,2015-09-19,2015-09-19,Big Jet,4.0,1.0
16.153534,2017-03-03,2017-03-03,Viceroy's House,6.5,58.0
0.24807,2017-03-31,2017-03-31,The Devotion of Suspect X,8.0,2.0
13.655178,2017-03-31,2017-03-31,The Zookeeper's Wife,7.1,160.0
3.796019,2017-03-16,2017-03-16,Female Fight Club,7.2,5.0
3.820453,2015-10-29,2015-10-29,Ithaca,5.7,22.0
0.121433,2016-11-04,2016-11-04,"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",0.0,0.0
3.589741,2016-11-05,2016-11-05,I still hide to smoke,5.5,2.0
0.468728,2016-11-23,2016-11-23,Louise by the Shore,8.0,5.0
1.094645,2016-12-13,2016-12-13,Lone Wolves,3.0,5.0
5.271207,2017-02-03,2017-02-03,Eloise,5.1,52.0
16.025911,2017-04-12,2017-04-12,Gifted,7.7,549.0
1.03082,2016-07-21,2016-07-21,White Coffin,5.4,9.0
17.086618,2017-03-22,2017-03-22,Teen Titans: The Judas Contract,7.1,98.0
0.262433,2015-11-06,2015-11-06,The Champions,7.3,3.0
4.296455,2017-04-04,2017-04-04,Louis C.K. 2017,7.5,72.0
1.304871,2016-10-26,2016-10-26,De Premier,5.2,14.0
1.264714,2016-05-05,2016-05-05,24,7.1,22.0
0.436657,2017-03-31,2017-03-31,Cantábrico: Los dominios del oso pardo,8.0,2.0
10.150041,2017-04-06,2017-04-06,Aftermath,5.8,162.0
1.049864,2017-01-12,2017-01-12,Small Town Killers,6.1,9.0
13.177741,2016-11-04,2016-11-04,The Secret Scripture,7.6,25.0
0.530821,2017-04-04,2017-04-04,The Bigfoot Project,6.3,4.0
3.674827,2017-04-07,2017-04-07,The Case for Christ,6.2,27.0
1.668699,2017-04-07,2017-04-07,1 Mile to You,6.7,29.0
10.348612,2017-04-14,2017-04-14,Spark: A Space Tail,4.8,10.0
12.108048,2017-05-19,2017-05-19,"Everything, Everything",7.3,670.0
28.176992,2017-05-19,2017-05-19,Diary of a Wimpy Kid: The Long Haul,6.1,48.0
0.318809,2017-03-29,2017-03-29,Félicité,6.0,3.0
0.452123,2016-11-03,2016-11-03,We are the tide,5.0,1.0
1.232753,2016-10-29,2016-10-29,Her Love Boils Bathwater,6.2,5.0
2.243493,2017-03-16,2017-03-16,Dance to Death,4.0,1.0
10.181,2017-04-12,2017-04-12,The Spacewalker,7.4,20.0
0.340654,2016-10-08,2016-10-08,Night's Tightrope,8.0,1.0
35.637691,2017-05-12,2017-05-12,Baywatch,6.1,1829.0
10.159713,2017-04-20,2017-04-20,Unforgettable,5.7,117.0
11.214779,2017-05-03,2017-05-03,Snatched,5.2,207.0
0.04229,2016-05-17,2016-05-17,Superbia,0.0,0.0
33.704935,2017-06-06,2017-06-06,The Mummy,5.4,2122.0
10.709604,2017-03-24,2017-03-24,From a House on Willow Street,5.1,43.0
2.135199,2015-10-21,2015-10-21,Adama,6.0,12.0
2.054256,2016-10-13,2016-10-13,1:54,7.4,37.0
0.988396,2016-06-07,2016-06-07,The Sweet Life,6.4,7.0
5.157436,2016-08-19,2016-08-19,Boy Missing,5.7,44.0
48.573287,2017-04-12,2017-04-12,The Fate of the Furious,6.8,3803.0
4.495703,2016-09-21,2016-09-21,Cezanne and I,6.1,39.0
5.523286,2017-03-28,2017-03-28,After Porn Ends 2,5.9,27.0
2.155753,2017-01-24,2017-01-24,Burning Sands,6.3,30.0
0.319085,2016-10-01,2016-10-01,Scoop!,8.0,4.0
2.116032,2016-09-29,2016-09-29,I Am Not Madame Bovary,8.1,10.0
2.296394,2017-04-06,2017-04-06,Teleios,5.2,20.0
1.153504,2016-06-22,2016-06-22,Right Here Right Now,4.6,8.0
10.213483,2017-04-14,2017-04-14,Sandy Wexler,5.3,105.0
12.593368,2017-01-02,2017-01-02,Extortion,6.6,44.0
0.983882,2017-03-17,2017-03-17,Betting on Zero,7.1,16.0
0.062252,2016-05-22,2016-05-22,Judging Japan,0.0,0.0
3.010304,2016-04-15,2016-04-15,Here Alone,5.7,38.0
1.1196,2015-11-09,2015-11-09,London Spy,8.8,12.0
6.371291,2017-04-07,2017-04-07,The Transfiguration,6.1,27.0
1.475247,2016-09-22,2016-09-22,"Sweet, Sweet Lonely Girl",6.4,7.0
2.764506,2016-04-28,2016-04-28,The Rift,4.3,12.0
0.882583,2017-05-05,2017-05-05,Another Evil,6.1,10.0
4.096366,2017-03-11,2017-03-11,Win It All,5.7,61.0
88.561239,2017-06-01,2017-06-01,Captain Underpants: The First Epic Movie,6.5,159.0
0.959942,2017-04-02,2017-04-02,3 Idiotas,6.2,14.0
2.302455,2017-06-02,2017-06-02,Band Aid,6.5,25.0
20.504587,2017-06-09,2017-06-09,It Comes at Night,5.6,357.0
11.852169,2017-06-09,2017-06-09,Megan Leavey,7.1,101.0
12.855228,2017-06-08,2017-06-08,My Cousin Rachel,5.7,91.0
1.158989,2017-06-09,2017-06-09,I Love You Both,5.5,2.0
0.722501,2017-06-09,2017-06-09,11:55,5.0,6.0
19.148182,2017-06-15,2017-06-15,Cars 3,6.6,718.0
6.404957,2017-04-14,2017-04-14,Maudie,7.6,20.0
13.875911,2017-05-27,2017-05-27,Resident Evil: Vendetta,6.6,160.0
0.716404,2017-01-12,2017-01-12,Mad Families,3.5,10.0
0.219166,2017-04-13,2017-04-13,False Confessions,0.0,1.0
67.955052,2016-08-01,2016-08-01,Boyka: Undisputed IV,5.8,333.0
1.061068,2015-04-30,2015-04-30,Escape,5.8,5.0
9.930139,2017-03-16,2017-03-16,The Marine 5: Battleground,5.9,26.0
1.257845,2017-02-07,2017-02-07,The Covenant,5.0,6.0
0.242644,2016-01-18,2016-01-18,Rufus,5.7,3.0
2.069952,2017-01-16,2017-01-16,Rufus 2,0.0,0.0
24.553725,2017-06-16,2017-06-16,The Book of Henry,7.6,84.0
5.651997,2016-11-06,2016-11-06,Planet Earth II,9.5,50.0
2.914029,2016-11-12,2016-11-12,In This Corner of the World,8.7,19.0
6.549788,2017-06-09,2017-06-09,The Hero,6.7,17.0
0.19438,2015-09-27,2015-09-27,11 Blocks,3.0,2.0
0.192367,2017-04-21,2017-04-21,Citizen Jane: Battle for the City,7.0,2.0
0.038917,2016-05-05,2016-05-05,Drain the Titanic,0.0,0.0
1.161943,2016-01-20,2016-01-20,Meet the Guilbys,5.2,14.0
15.5975,2017-05-12,2017-05-12,The Wall,6.1,117.0
0.03209,2016-02-14,2016-02-14,Panamerican Machinery,0.0,0.0
1.95914,2017-03-24,2017-03-24,Diamond Cartel,7.2,5.0
0.138258,2017-05-18,2017-05-18,Afterlov,0.0,0.0
0.698883,2016-10-01,2016-10-01,Only For One Night,8.0,3.0
12.560942,2017-04-21,2017-04-21,Phoenix Forgotten,5.7,52.0
3.293257,2017-04-15,2017-04-15,Skins,7.1,67.0
3.017803,2017-04-22,2017-04-22,The Immortal Life of Henrietta Lacks,6.5,13.0
0.112133,2017-01-23,2017-01-23,Boiling Point,8.0,1.0
0.587236,2016-10-02,2016-10-02,The Irresistible Blueberry Farm,6.5,5.0
1.774843,2017-07-07,2017-07-07,Tommy's Honour,6.9,5.0
0.165569,2016-11-08,2016-11-08,My Way: The Rise and Fall of Silvio Berlusconi,7.3,3.0
16.112052,2017-02-15,2017-02-15,Handsome Devil,7.3,81.0
4.612622,2017-04-28,2017-04-28,Lowriders,7.0,20.0
1.241803,2017-01-19,2017-01-19,Cold Hell,6.0,4.0
3.525879,2017-04-17,2017-04-17,The Dark Tapes,5.0,20.0
3.856398,2016-12-17,2016-12-17,Mythica: The Godslayer,5.3,14.0
6.416249,2017-10-20,2017-10-20,Beyond Skyline,0.0,30.0
1.797552,2017-02-24,2017-02-24,Punching Henry,6.2,13.0
1.365543,2015-10-31,2015-10-31,Isolation,6.4,5.0
1.81409,2016-09-27,2016-09-27,Sam Was Here,5.0,27.0
7.299803,2017-04-28,2017-04-28,How to Be a Latin Lover,6.1,85.0
1.223145,2017-08-31,2017-08-31,The Trip to Spain,7.0,6.0
0.765677,2017-01-24,2017-01-24,Nobody Speak: Trials of the Free Press,5.5,11.0
2.216551,2017-07-27,2017-07-27,Brigsby Bear,7.0,12.0
0.025886,2015-09-24,2015-09-24,Little Angels,0.0,0.0
0.552579,2017-04-18,2017-04-18,Lucas Brothers: On Drugs,6.3,4.0
6.754817,2016-09-10,2016-09-10,Tramps,6.4,43.0
2.293791,2017-04-23,2017-04-23,I Am Heath Ledger,7.5,26.0
0.916082,2016-10-16,2016-10-16,Killing Reagan,6.8,13.0
0.106215,2016-10-21,2016-10-21,Origin,6.0,1.0
7.823933,2017-04-21,2017-04-21,Sand Castle,6.3,137.0
5.372696,2016-11-20,2016-11-20,Slam,5.9,26.0
0.354285,2016-11-25,2016-11-25,Mifune: The Last Samurai,7.6,5.0
0.427982,2017-02-07,2017-02-07,Moontrap: Target Earth,4.0,8.0
0.415139,2017-03-09,2017-03-09,Uncertain,5.0,1.0
0.164076,2015-09-05,2015-09-05,Lil Rel: RELevent,8.0,2.0
0.0656,2015-05-09,2015-05-09,Orson Welles: Shadows & Light,8.0,1.0
0.477985,2015-12-05,2015-12-05,125 Years Memory,8.3,3.0
1.788631,2015-11-13,2015-11-13,Ali Baba ve 7 Cüceler,6.4,15.0
3.909978,2016-07-13,2016-07-13,Last Call for Nowhere,5.9,68.0
13.411614,2016-10-14,2016-10-14,A Dark Song,6.4,69.0
1.681316,2017-02-16,2017-02-16,"Have Fun, Vasya!",7.2,13.0
0.502326,2015-07-16,2015-07-16,Horoscope for Good Luck,5.0,4.0
2.358168,2017-02-09,2017-02-09,Fabricated City,7.8,24.0
1.610539,2016-11-24,2016-11-24,My Annoying Brother,8.4,20.0
5.155743,2016-09-07,2016-09-07,The Age of Shadows,7.7,34.0
0.789132,2016-12-22,2016-12-22,Six Degrees of Celebration 5,3.8,6.0
1.638546,2016-12-24,2016-12-24,Santa Claus. Battle of Mages,3.8,4.0
1.258757,2016-12-01,2016-12-01,The Earthquake,7.2,9.0
13.371144,2017-04-27,2017-04-27,Unlocked,6.2,131.0
5.91121,2017-04-28,2017-04-28,Voice from the Stone,5.2,88.0
7.219022,2017-04-28,2017-04-28,Small Crimes,5.8,55.0
4.339335,2016-02-03,2016-02-03,On the Milky Road,6.8,20.0
0.101708,2016-12-15,2016-12-15,Kappen!,9.0,1.0
0.173603,2017-04-20,2017-04-20,Kolonya Cumhuriyeti,6.0,1.0
0.269965,2016-09-14,2016-09-14,Command and Control,5.1,6.0
0.37441,2016-06-16,2016-06-16,Classmates,4.1,8.0
0.889558,2015-06-18,2015-06-18,The Bartender,5.4,16.0
0.245606,2016-10-13,2016-10-13,Superbad,4.0,1.0
1.564776,2015-12-24,2015-12-24,The Best Day Ever,5.5,17.0
0.15825,2016-05-30,2016-05-30,Rising Fear,6.3,3.0
1.475321,2017-03-09,2017-03-09,A Few Less Men,5.2,11.0
0.349615,2016-10-14,2016-10-14,Karl Marx City,8.0,2.0
1.557641,2017-03-31,2017-03-31,Bottom of the World,5.5,24.0
2.876994,2017-07-06,2017-07-06,Stratton,4.8,26.0
2.451704,2016-10-05,2016-10-05,The Ornithologist,6.5,14.0
0.082327,2016-08-11,2016-08-11,Bad Girl,8.0,1.0
2.968282,2017-05-05,2017-05-05,The Lovers,5.4,8.0
9.042261,2017-04-27,2017-04-27,Baahubali 2: The Conclusion,6.7,161.0
3.232132,2015-11-04,2015-11-04,Binky Nelson Unpacified,5.7,12.0
0.339784,2017-02-24,2017-02-24,Tomato Red,8.0,2.0
1.587246,2017-05-01,2017-05-01,Taking Earth,5.0,12.0
0.281319,2016-05-06,2016-05-06,Pet Fooled,7.3,3.0
0.846929,2017-05-02,2017-05-02,Maria Bamford: Old Baby,6.4,5.0
2.962735,2017-03-02,2017-03-02,Omicidio all'italiana,6.3,69.0
6.164534,2017-04-14,2017-04-14,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,5.6,34.0
